14028S	D23580	LT2	SL1344	ST4-74
STM14_RS09710	D5R57_RS09620	STM1764	SL1344_RS08805	STM474_RS08805
STM14_RS09700	D5R57_RS09610	STM1762	SL1344_RS08795	STM474_RS08795
STM14_RS09690	D5R57_RS09595	STM1760	SL1344_RS08785	STM474_RS08785
STM14_RS09665	D5R57_RS09545	STM1754	SL1344_RS08760	STM474_RS08760
STM14_RS09660	D5R57_RS09540	STM1753	SL1344_RS08755	STM474_RS08755
STM14_RS09655	D5R57_RS09535	STM1752	SL1344_RS08750	STM474_RS08750
STM14_RS09645	D5R57_RS09525	STM1750	SL1344_RS08740	STM474_RS08740
STM14_RS09635	D5R57_RS09515	STM1748	SL1344_RS08730	STM474_RS08730
STM14_RS09630	D5R57_RS09505	STM1746	SL1344_RS08725	STM474_RS08725
STM14_RS09625	D5R57_RS09500	STM1745	SL1344_RS08720	STM474_RS08720
STM14_RS09620	D5R57_RS09495	STM1744	SL1344_RS08715	STM474_RS08715
STM14_RS09615	D5R57_RS09490	STM1743	SL1344_RS08710	STM474_RS08710
STM14_RS09610	D5R57_RS09485	STM1742	SL1344_RS08705	STM474_RS08705
STM14_RS09605	D5R57_RS09480	STM1741	SL1344_RS08700	STM474_RS08700
STM14_RS09585	D5R57_RS09460	STM1737	SL1344_RS08680	STM474_RS08680
STM14_RS09560	D5R57_RS09435	STM1732	SL1344_RS08655	STM474_RS08655
STM14_RS09510	D5R57_RS09380	STM1721	SL1344_RS08605	STM474_RS08605
STM14_RS09505	D5R57_RS09375	STM1720	SL1344_RS08600	STM474_RS08600
STM14_RS09500	D5R57_RS09370	STM1719	SL1344_RS08595	STM474_RS08595
STM14_RS09485	D5R57_RS09355	STM1716	SL1344_RS08580	STM474_RS08580
STM14_RS09475	D5R57_RS09340	STM1714	SL1344_RS08570	STM474_RS08570
STM14_RS09470	D5R57_RS09335	STM1713	SL1344_RS08565	STM474_RS08565
STM14_RS09460	D5R57_RS09315	STM1712	SL1344_RS08555	STM474_RS08555
STM14_RS09450	D5R57_RS09305	STM1710	SL1344_RS08545	STM474_RS08545
STM14_RS09445	D5R57_RS09295	STM1709	SL1344_RS08540	STM474_RS08540
STM14_RS09440	D5R57_RS09290	STM1708	SL1344_RS08535	STM474_RS08535
STM14_RS09435	D5R57_RS09285	STM1707	SL1344_RS08530	STM474_RS08530
STM14_RS09430	D5R57_RS09280	STM1706	SL1344_RS08525	STM474_RS08525
STM14_RS09380	D5R57_RS09225	STM1698	SL1344_RS08475	STM474_RS08475
STM14_RS09340	D5R57_RS09185	STM1690	SL1344_RS08435	STM474_RS08435
STM14_RS09335	D5R57_RS09180	STM1689	SL1344_RS08430	STM474_RS08430
STM14_RS09330	D5R57_RS09175	STM1688	SL1344_RS08425	STM474_RS08425
STM14_RS09325	D5R57_RS09170	STM1687	SL1344_RS08420	STM474_RS08420
STM14_RS09320	D5R57_RS09165	STM1686	SL1344_RS08415	STM474_RS08415
STM14_RS09315	D5R57_RS09160	STM1685	SL1344_RS08410	STM474_RS08410
STM14_RS09310	D5R57_RS09155	STM1684	SL1344_RS08405	STM474_RS08405
STM14_RS09305	D5R57_RS09150	STM1683	SL1344_RS08400	STM474_RS08400
STM14_RS09290	D5R57_RS09140	STM1681	SL1344_RS08390	STM474_RS08390
STM14_RS09280	D5R57_RS09130	STM1679	SL1344_RS08380	STM474_RS08380
STM14_RS09270	D5R57_RS09120	STM1677	SL1344_RS08370	STM474_RS08370
STM14_RS09265	D5R57_RS09115	STM1676	SL1344_RS08365	STM474_RS08365
STM14_RS09255	D5R57_RS09105	STM1674	SL1344_RS08355	STM474_RS08355
STM14_RS09250	D5R57_RS09100	STM1673	SL1344_RS08350	STM474_RS08350
STM14_RS09235	D5R57_RS09080	STM1670	SL1344_RS08335	STM474_RS08335
STM14_RS09230	D5R57_RS09075	STM1669	SL1344_RS08330	STM474_RS08330
STM14_RS09225	D5R57_RS09070	STM1668	SL1344_RS08325	STM474_RS08325
STM14_RS09220	D5R57_RS09065	STM1667	SL1344_RS08320	STM474_RS08320
STM14_RS09205	D5R57_RS09050	STM1664	SL1344_RS08305	STM474_RS08305
STM14_RS09195	D5R57_RS09040	STM1662	SL1344_RS08295	STM474_RS08295
STM14_RS09175	D5R57_RS09020	STM1658	SL1344_RS08275	STM474_RS08275
STM14_RS09170	D5R57_RS09010	STM1657	SL1344_RS08270	STM474_RS08270
STM14_RS09165	D5R57_RS09005	STM1656	SL1344_RS08265	STM474_RS08265
STM14_RS09160	D5R57_RS08995	STM1655	SL1344_RS08260	STM474_RS08260
STM14_RS09140	D5R57_RS08975	STM1653	SL1344_RS08240	STM474_RS08240
STM14_RS09115	D5R57_RS08950	STM1649	SL1344_RS08215	STM474_RS08215
STM14_RS09100	D5R57_RS08935	STM1646	SL1344_RS08200	STM474_RS08200
STM14_RS09095	D5R57_RS08930	STM1645	SL1344_RS08195	STM474_RS08195
STM14_RS09090	D5R57_RS08925	STM1644	SL1344_RS08190	STM474_RS08190
STM14_RS09085	D5R57_RS08920	STM1643	SL1344_RS08185	STM474_RS08185
STM14_RS09075	D5R57_RS08910	STM1641	SL1344_RS08175	STM474_RS08175
STM14_RS09070	D5R57_RS08905	STM1640	SL1344_RS08170	STM474_RS08170
STM14_RS09065	D5R57_RS08900	STM1639	SL1344_RS08165	STM474_RS08165
STM14_RS09030	D5R57_RS08855	STM1632	SL1344_RS08130	STM474_RS08130
STM14_RS09020	D5R57_RS08845	STM1630	SL1344_RS08120	STM474_RS08120
STM14_RS09015	D5R57_RS08835	STM1628	SL1344_RS08115	STM474_RS08115
STM14_RS09010	D5R57_RS08830	STM1627	SL1344_RS08110	STM474_RS08110
STM14_RS09005	D5R57_RS08820	STM1626	SL1344_RS08105	STM474_RS08105
STM14_RS08995	D5R57_RS08810	STM1624	SL1344_RS08095	STM474_RS08095
STM14_RS08990	D5R57_RS08805	STM1623	SL1344_RS08090	STM474_RS08090
STM14_RS08985	D5R57_RS08800	STM1622	SL1344_RS08085	STM474_RS08085
STM14_RS08980	D5R57_RS08795	STM1621	SL1344_RS08080	STM474_RS08080
STM14_RS08975	D5R57_RS08790	STM1620	SL1344_RS08075	STM474_RS08075
STM14_RS08930	D5R57_RS08745	STM1611	SL1344_RS08030	STM474_RS08030
STM14_RS08920	D5R57_RS08735	STM1609	SL1344_RS08020	STM474_RS08020
STM14_RS08915	D5R57_RS08730	STM1608	SL1344_RS08015	STM474_RS08015
STM14_RS08910	D5R57_RS08725	STM1607	SL1344_RS08010	STM474_RS08010
STM14_RS08900	D5R57_RS08715	STM1605	SL1344_RS08000	STM474_RS08000
STM14_RS08895	D5R57_RS08710	STM1604	SL1344_RS07995	STM474_RS07995
STM14_RS08880	D5R57_RS08695	STM1601	SL1344_RS07980	STM474_RS07980
STM14_RS08875	D5R57_RS08690	STM1600	SL1344_RS07975	STM474_RS07975
STM14_RS08870	D5R57_RS08685	STM1599	SL1344_RS07970	STM474_RS07970
STM14_RS08865	D5R57_RS08680	STM1598	SL1344_RS07965	STM474_RS07965
STM14_RS08860	D5R57_RS08675	STM1597	SL1344_RS07960	STM474_RS07960
STM14_RS08835	D5R57_RS08645	STM1592	SL1344_RS07935	STM474_RS07935
STM14_RS08820	D5R57_RS08630	STM1589	SL1344_RS07920	STM474_RS07920
STM14_RS08815	D5R57_RS08625	STM1588	SL1344_RS07915	STM474_RS07915
STM14_RS08805	D5R57_RS08615	STM1586	SL1344_RS07905	STM474_RS07905
STM14_RS08800	D5R57_RS08610	STM1585	SL1344_RS07900	STM474_RS07900
STM14_RS08790	D5R57_RS08595	STM1583	SL1344_RS07890	STM474_RS07890
STM14_RS08785	D5R57_RS08590	STM1582	SL1344_RS07885	STM474_RS07885
STM14_RS08745	D5R57_RS08550	STM1574	SL1344_RS07845	STM474_RS07845
STM14_RS08710	D5R57_RS08515	STM1568	SL1344_RS07810	STM474_RS07810
STM14_RS08685	D5R57_RS08490	STM1563	SL1344_RS07785	STM474_RS07785
STM14_RS08680	D5R57_RS08485	STM1562	SL1344_RS07780	STM474_RS07780
STM14_RS08675	D5R57_RS08480	STM1561	SL1344_RS07775	STM474_RS07775
STM14_RS08670	D5R57_RS08475	STM1560	SL1344_RS07770	STM474_RS07770
STM14_RS08665	D5R57_RS08470	STM1559	SL1344_RS07765	STM474_RS07765
STM14_RS08660	D5R57_RS08465	STM1558	SL1344_RS07760	STM474_RS07760
STM14_RS08640	D5R57_RS08445	STM1554	SL1344_RS07740	STM474_RS07740
STM14_RS08585	D5R57_RS08415	STM1546	SL1344_RS07685	STM474_RS07685
STM14_RS08580	D5R57_RS08410	STM1545	SL1344_RS07680	STM474_RS07680
STM14_RS08575	D5R57_RS08405	STM1544	SL1344_RS07675	STM474_RS07675
STM14_RS08570	D5R57_RS08400	STM1543	SL1344_RS07670	STM474_RS07670
STM14_RS08565	D5R57_RS08395	STM1542	SL1344_RS07665	STM474_RS07665
STM14_RS08545	D5R57_RS08375	STM1538	SL1344_RS07645	STM474_RS07645
STM14_RS08540	D5R57_RS08370	STM1537	SL1344_RS07640	STM474_RS07640
STM14_RS08535	D5R57_RS08365	STM1536	SL1344_RS07635	STM474_RS07635
STM14_RS08530	D5R57_RS08360	STM1535	SL1344_RS07630	STM474_RS07630
STM14_RS08525	D5R57_RS08355	STM1534	SL1344_RS07625	STM474_RS07625
STM14_RS08520	D5R57_RS08350	STM1533	SL1344_RS07620	STM474_RS07620
STM14_RS08515	D5R57_RS08345	STM1532	SL1344_RS07615	STM474_RS07615
STM14_RS08510	D5R57_RS08340	STM1531	SL1344_RS07610	STM474_RS07610
STM14_RS08500	D5R57_RS08330	STM1528	SL1344_RS07600	STM474_RS07600
STM14_RS08475	D5R57_RS08305	STM1523	SL1344_RS07575	STM474_RS07575
STM14_RS08470	D5R57_RS08295	STM1522	SL1344_RS07570	STM474_RS07570
STM14_RS08460	D5R57_RS08285	STM1520	SL1344_RS07560	STM474_RS07560
STM14_RS08450	D5R57_RS08275	STM1518	SL1344_RS07550	STM474_RS07550
STM14_RS08425	D5R57_RS08250	STM1514	SL1344_RS07525	STM474_RS07525
STM14_RS08410	D5R57_RS08230	STM1511	SL1344_RS07510	STM474_RS07510
STM14_RS08405	D5R57_RS08225	STM1510	SL1344_RS07505	STM474_RS07505
STM14_RS08400	D5R57_RS08220	STM1509	SL1344_RS07500	STM474_RS07500
STM14_RS08370	D5R57_RS08185	STM1503	SL1344_RS07470	STM474_RS07470
STM14_RS08365	D5R57_RS08180	STM1502	SL1344_RS07465	STM474_RS07465
STM14_RS08355	D5R57_RS08170	STM1500	SL1344_RS07455	STM474_RS07455
STM14_RS08350	D5R57_RS08165	STM1499	SL1344_RS07450	STM474_RS07450
STM14_RS08335	D5R57_RS08150	STM1496	SL1344_RS07435	STM474_RS07435
STM14_RS08330	D5R57_RS08145	STM1495	SL1344_RS07430	STM474_RS07430
STM14_RS08325	D5R57_RS08140	STM1494	SL1344_RS07425	STM474_RS07425
STM14_RS08320	D5R57_RS08135	STM1493	SL1344_RS07420	STM474_RS07420
STM14_RS08315	D5R57_RS08130	STM1492	SL1344_RS07415	STM474_RS07415
STM14_RS08310	D5R57_RS08125	STM1491	SL1344_RS07410	STM474_RS07410
STM14_RS08305	D5R57_RS08120	STM1490	SL1344_RS07405	STM474_RS07405
STM14_RS08285	D5R57_RS08095	STM1486	SL1344_RS07385	STM474_RS07385
STM14_RS08275	D5R57_RS08085	STM1484	SL1344_RS07375	STM474_RS07375
STM14_RS08260	D5R57_RS08065	STM1481	SL1344_RS07360	STM474_RS07360
STM14_RS08245	D5R57_RS08050	STM1478	SL1344_RS07345	STM474_RS07345
STM14_RS08240	D5R57_RS08045	STM1477	SL1344_RS07340	STM474_RS07340
STM14_RS08230	D5R57_RS08035	STM1475	SL1344_RS07330	STM474_RS07330
STM14_RS08220	D5R57_RS08025	STM1473	SL1344_RS07320	STM474_RS07320
STM14_RS08215	D5R57_RS08020	STM1472	SL1344_RS07315	STM474_RS07315
STM14_RS08210	D5R57_RS08015	STM1471	SL1344_RS07310	STM474_RS07310
STM14_RS08205	D5R57_RS08010	STM1470	SL1344_RS07305	STM474_RS07305
STM14_RS08190	D5R57_RS07995	STM1467	SL1344_RS07290	STM474_RS07290
STM14_RS08185	D5R57_RS07990	STM1466	SL1344_RS07285	STM474_RS07285
STM14_RS08175	D5R57_RS07975	STM1463	SL1344_RS07275	STM474_RS07275
STM14_RS08160	D5R57_RS07960	STM1461	SL1344_RS07260	STM474_RS07260
STM14_RS08155	D5R57_RS07955	STM1460	SL1344_RS07255	STM474_RS07255
STM14_RS08150	D5R57_RS07950	STM1459	SL1344_RS07250	STM474_RS07250
STM14_RS08145	D5R57_RS07945	STM1458	SL1344_RS07245	STM474_RS07245
STM14_RS08140	D5R57_RS07940	STM1457	SL1344_RS07240	STM474_RS07240
STM14_RS08135	D5R57_RS07935	STM1456	SL1344_RS07235	STM474_RS07235
STM14_RS08130	D5R57_RS07930	STM1455	SL1344_RS07230	STM474_RS07230
STM14_RS08125	D5R57_RS07925	STM1454	SL1344_RS07225	STM474_RS07225
STM14_RS08120	D5R57_RS07920	STM1453	SL1344_RS07220	STM474_RS07220
STM14_RS08115	D5R57_RS07915	STM1452	SL1344_RS07215	STM474_RS07215
STM14_RS08110	D5R57_RS07910	STM1451	SL1344_RS07210	STM474_RS07210
STM14_RS08080	D5R57_RS07880	STM1445	SL1344_RS07180	STM474_RS07180
STM14_RS08070	D5R57_RS07870	STM1443	SL1344_RS07170	STM474_RS07170
STM14_RS08065	D5R57_RS07865	STM1442	SL1344_RS07165	STM474_RS07165
STM14_RS08060	D5R57_RS07860	STM1441	SL1344_RS07160	STM474_RS07160
STM14_RS08040	D5R57_RS07840	STM1437	SL1344_RS07140	STM474_RS07140
STM14_RS08035	D5R57_RS07835	STM1436	SL1344_RS07135	STM474_RS07135
STM14_RS08030	D5R57_RS07830	STM1435	SL1344_RS07130	STM474_RS07130
STM14_RS08025	D5R57_RS07825	STM1434	SL1344_RS07125	STM474_RS07125
STM14_RS08015	D5R57_RS07810	STM1432	SL1344_RS07115	STM474_RS07115
STM14_RS08010	D5R57_RS07805	STM1431	SL1344_RS07110	STM474_RS07110
STM14_RS08005	D5R57_RS07795	STM1430	SL1344_RS07105	STM474_RS07105
STM14_RS07995	D5R57_RS07785	STM1428	SL1344_RS07095	STM474_RS07095
STM14_RS07990	D5R57_RS07780	STM1427	SL1344_RS07090	STM474_RS07090
STM14_RS07980	D5R57_RS07770	STM1425	SL1344_RS07080	STM474_RS07080
STM14_RS07815	D5R57_RS07605	STM1392	SL1344_RS06915	STM474_RS06915
STM14_RS07810	D5R57_RS07600	STM1391	SL1344_RS06910	STM474_RS06910
STM14_RS07805	D5R57_RS07595	STM1390	SL1344_RS06905	STM474_RS06905
STM14_RS07800	D5R57_RS07590	STM1389	SL1344_RS06900	STM474_RS06900
STM14_RS07780	D5R57_RS07570	STM1385	SL1344_RS06880	STM474_RS06880
STM14_RS07775	D5R57_RS07565	STM1384	SL1344_RS06875	STM474_RS06875
STM14_RS07770	D5R57_RS07560	STM1383	SL1344_RS06870	STM474_RS06870
STM14_RS07765	D5R57_RS07555	STM1382	SL1344_RS06865	STM474_RS06865
STM14_RS07760	D5R57_RS07550	STM1381	SL1344_RS06860	STM474_RS06860
STM14_RS07755	D5R57_RS07545	STM1380	SL1344_RS06855	STM474_RS06855
STM14_RS07750	D5R57_RS07540	STM1379	SL1344_RS06850	STM474_RS06850
STM14_RS07745	D5R57_RS07530	STM1378	SL1344_RS06845	STM474_RS06845
STM14_RS07735	D5R57_RS07520	STM1376	SL1344_RS06835	STM474_RS06835
STM14_RS07695	D5R57_RS07480	STM1368	SL1344_RS06795	STM474_RS06795
STM14_RS07675	D5R57_RS07460	STM1364	SL1344_RS06775	STM474_RS06775
STM14_RS07670	D5R57_RS07450	STM1362	SL1344_RS06770	STM474_RS06770
STM14_RS07665	D5R57_RS07445	STM1361	SL1344_RS06765	STM474_RS06765
STM14_RS07655	D5R57_RS07435	STM1359	SL1344_RS06755	STM474_RS06755
STM14_RS07650	D5R57_RS07430	STM1358	SL1344_RS06750	STM474_RS06750
STM14_RS07645	D5R57_RS07425	STM1357	SL1344_RS06745	STM474_RS06745
STM14_RS07640	D5R57_RS07420	STM1356	SL1344_RS06740	STM474_RS06740
STM14_RS07630	D5R57_RS07410	STM1354	SL1344_RS06730	STM474_RS06730
STM14_RS07625	D5R57_RS07405	STM1353	SL1344_RS06725	STM474_RS06725
STM14_RS07620	D5R57_RS07400	STM1352	SL1344_RS06720	STM474_RS06720
STM14_RS07615	D5R57_RS07395	STM1351	SL1344_RS06715	STM474_RS06715
STM14_RS07610	D5R57_RS07390	STM1350	SL1344_RS06710	STM474_RS06710
STM14_RS07600	D5R57_RS07380	STM1348	SL1344_RS06700	STM474_RS06700
STM14_RS07595	D5R57_RS07375	STM1347	SL1344_RS06695	STM474_RS06695
STM14_RS07590	D5R57_RS07370	STM1346	SL1344_RS06690	STM474_RS06690
STM14_RS07520	D5R57_RS07290	STM1332	SL1344_RS06620	STM474_RS06620
STM14_RS07500	D5R57_RS07270	STM1328	SL1344_RS06600	STM474_RS06600
STM14_RS07490	D5R57_RS07260	STM1326	SL1344_RS06590	STM474_RS06590
STM14_RS07485	D5R57_RS07255	STM1325	SL1344_RS06585	STM474_RS06585
STM14_RS07480	D5R57_RS07250	STM1324	SL1344_RS06580	STM474_RS06580
STM14_RS07470	D5R57_RS07240	STM1322	SL1344_RS06570	STM474_RS06570
STM14_RS07465	D5R57_RS07235	STM1321	SL1344_RS06565	STM474_RS06565
STM14_RS07460	D5R57_RS07230	STM1320	SL1344_RS06560	STM474_RS06560
STM14_RS07450	D5R57_RS07220	STM1318	SL1344_RS06550	STM474_RS06550
STM14_RS07410	D5R57_RS07175	STM1310	SL1344_RS06510	STM474_RS06510
STM14_RS07405	D5R57_RS07170	STM1309	SL1344_RS06505	STM474_RS06505
STM14_RS07370	D5R57_RS07125	STM1302	SL1344_RS06470	STM474_RS06470
STM14_RS07365	D5R57_RS07120	STM1301	SL1344_RS06465	STM474_RS06465
STM14_RS07355	D5R57_RS07110	STM1299	SL1344_RS06455	STM474_RS06455
STM14_RS07335	D5R57_RS07090	STM1295	SL1344_RS06435	STM474_RS06435
STM14_RS07330	D5R57_RS07085	STM1294	SL1344_RS06430	STM474_RS06430
STM14_RS07325	D5R57_RS07080	STM1293	SL1344_RS06425	STM474_RS06425
STM14_RS07310	D5R57_RS07065	STM1290	SL1344_RS06410	STM474_RS06410
STM14_RS07305	D5R57_RS07055	STM1289	SL1344_RS06405	STM474_RS06405
STM14_RS07285	D5R57_RS07035	STM1285	SL1344_RS06385	STM474_RS06385
STM14_RS07280	D5R57_RS07030	STM1284	SL1344_RS06380	STM474_RS06380
STM14_RS07275	D5R57_RS07020	STM1283	SL1344_RS06375	STM474_RS06375
STM14_RS07270	D5R57_RS07015	STM1282	SL1344_RS06370	STM474_RS06370
STM14_RS07260	D5R57_RS07005	STM1280	SL1344_RS06360	STM474_RS06360
STM14_RS07250	D5R57_RS06995	STM1278	SL1344_RS06350	STM474_RS06350
STM14_RS07245	D5R57_RS06990	STM1277	SL1344_RS06345	STM474_RS06345
STM14_RS07195	D5R57_RS06930	STM1268	SL1344_RS06295	STM474_RS06295
STM14_RS07190	D5R57_RS06925	STM1267	SL1344_RS06290	STM474_RS06290
STM14_RS07155	D5R57_RS06885	STM1260	SL1344_RS06255	STM474_RS06255
STM14_RS07125	D5R57_RS06855	STM1254	SL1344_RS06225	STM474_RS06225
STM14_RS07120	D5R57_RS06850	STM1253	SL1344_RS06220	STM474_RS06220
STM14_RS07080	D5R57_RS06825	STM1249	SL1344_RS06180	STM474_RS06180
STM14_RS07050	D5R57_RS06805	STM1244	SL1344_RS06150	STM474_RS06150
STM14_RS07045	D5R57_RS06800	STM1243	SL1344_RS06145	STM474_RS06145
STM14_RS07040	D5R57_RS06795	STM1242	SL1344_RS06140	STM474_RS06140
STM14_RS07035	D5R57_RS06790	STM1241	SL1344_RS06135	STM474_RS06135
STM14_RS07030	D5R57_RS06785	STM1240	SL1344_RS06130	STM474_RS06130
STM14_RS06695	D5R57_RS06760	STM1237	SL1344_RS06110	STM474_RS06110
STM14_RS06690	D5R57_RS06755	STM1236	SL1344_RS06105	STM474_RS06105
STM14_RS06685	D5R57_RS06750	STM1235	SL1344_RS06100	STM474_RS06100
STM14_RS06680	D5R57_RS06745	STM1234	SL1344_RS06095	STM474_RS06095
STM14_RS06675	D5R57_RS06740	STM1233	SL1344_RS06090	STM474_RS06090
STM14_RS06670	D5R57_RS06735	STM1232	SL1344_RS06085	STM474_RS06085
STM14_RS06665	D5R57_RS06730	STM1231	SL1344_RS06080	STM474_RS06080
STM14_RS06660	D5R57_RS06725	STM1230	SL1344_RS06075	STM474_RS06075
STM14_RS06655	D5R57_RS06720	STM1229	SL1344_RS06070	STM474_RS06070
STM14_RS06635	D5R57_RS06695	STM1226	SL1344_RS06050	STM474_RS06050
STM14_RS06630	D5R57_RS06690	STM1225	SL1344_RS06045	STM474_RS06045
STM14_RS06625	D5R57_RS06685	STM1224	SL1344_RS06040	STM474_RS06040
STM14_RS06620	D5R57_RS06680	STM1223	SL1344_RS06035	STM474_RS06035
STM14_RS06615	D5R57_RS06675	STM1222	SL1344_RS06030	STM474_RS06030
STM14_RS06585	D5R57_RS06645	STM1216	SL1344_RS06000	STM474_RS06000
STM14_RS06580	D5R57_RS06640	STM1215	SL1344_RS05995	STM474_RS05995
STM14_RS06570	D5R57_RS06630	STM1213	SL1344_RS05985	STM474_RS05985
STM14_RS06525	D5R57_RS06585	STM1204	SL1344_RS05940	STM474_RS05940
STM14_RS06450	D5R57_RS06510	STM1189	SL1344_RS05865	STM474_RS05865
STM14_RS06425	D5R57_RS06485	STM1185	SL1344_RS05840	STM474_RS05840
STM14_RS06365	D5R57_RS06420	STM1173	SL1344_RS05780	STM474_RS05780
STM14_RS06360	D5R57_RS06415	STM1172	SL1344_RS05775	STM474_RS05775
STM14_RS06355	D5R57_RS06410	STM1171	SL1344_RS05770	STM474_RS05770
STM14_RS06330	D5R57_RS06385	STM1166	SL1344_RS05745	STM474_RS05745
STM14_RS06325	D5R57_RS06380	STM1165	SL1344_RS05740	STM474_RS05740
STM14_RS06320	D5R57_RS06375	STM1164	SL1344_RS05735	STM474_RS05735
STM14_RS06315	D5R57_RS06370	STM1163	SL1344_RS05730	STM474_RS05730
STM14_RS06310	D5R57_RS06365	STM1162	SL1344_RS05725	STM474_RS05725
STM14_RS06305	D5R57_RS06360	STM1161	SL1344_RS05720	STM474_RS05720
STM14_RS06300	D5R57_RS06355	STM1160	SL1344_RS05715	STM474_RS05715
STM14_RS06295	D5R57_RS06350	STM1159	SL1344_RS05710	STM474_RS05710
STM14_RS06290	D5R57_RS06340	STM1158	SL1344_RS05705	STM474_RS05705
STM14_RS06285	D5R57_RS06335	STM1157	SL1344_RS05700	STM474_RS05700
STM14_RS06275	D5R57_RS06325	STM1155	SL1344_RS05690	STM474_RS05690
STM14_RS06270	D5R57_RS06315	STM1154	SL1344_RS05685	STM474_RS05685
STM14_RS06265	D5R57_RS06310	STM1153	SL1344_RS05680	STM474_RS05680
STM14_RS06245	D5R57_RS06290	STM1149	SL1344_RS05660	STM474_RS05660
STM14_RS06210	D5R57_RS06250	STM1142	SL1344_RS05625	STM474_RS05625
STM14_RS06205	D5R57_RS06245	STM1141	SL1344_RS05620	STM474_RS05620
STM14_RS06200	D5R57_RS06240	STM1140	SL1344_RS05615	STM474_RS05615
STM14_RS06195	D5R57_RS06235	STM1139	SL1344_RS05610	STM474_RS05610
STM14_RS06135	D5R57_RS06170	STM1129	SL1344_RS05550	STM474_RS05550
STM14_RS06130	D5R57_RS06160	STM1128	SL1344_RS05545	STM474_RS05545
STM14_RS06125	D5R57_RS06155	STM1127	SL1344_RS05540	STM474_RS05540
STM14_RS06105	D5R57_RS06130	STM1124	SL1344_RS05520	STM474_RS05520
STM14_RS06100	D5R57_RS06125	STM1123	SL1344_RS05515	STM474_RS05515
STM14_RS06085	D5R57_RS06110	STM1119	SL1344_RS05500	STM474_RS05500
STM14_RS06080	D5R57_RS06105	STM1118	SL1344_RS05495	STM474_RS05495
STM14_RS06050	D5R57_RS06070	STM1112	SL1344_RS05465	STM474_RS05465
STM14_RS06045	D5R57_RS06065	STM1111	SL1344_RS05460	STM474_RS05460
STM14_RS06040	D5R57_RS06055	STM1110	SL1344_RS05455	STM474_RS05455
STM14_RS05990	D5R57_RS06005	STM1100	SL1344_RS05405	STM474_RS05405
STM14_RS05985	D5R57_RS06000	STM1099	SL1344_RS05400	STM474_RS05400
STM14_RS05980	D5R57_RS05995	STM1098	SL1344_RS05395	STM474_RS05395
STM14_RS05970	D5R57_RS05975	STM1096	SL1344_RS05385	STM474_RS05385
STM14_RS05965	D5R57_RS05970	STM1095	SL1344_RS05380	STM474_RS05380
STM14_RS05945	D5R57_RS05960	STM1091	SL1344_RS05360	STM474_RS05360
STM14_RS05940	D5R57_RS05955	STM1090	SL1344_RS05355	STM474_RS05355
STM14_RS05930	D5R57_RS05945	STM1088	SL1344_RS05345	STM474_RS05345
STM14_RS05925	D5R57_RS05940	STM1087	SL1344_RS05340	STM474_RS05340
STM14_RS05915	D5R57_RS05925	STM1085	SL1344_RS05330	STM474_RS05330
STM14_RS05910	D5R57_RS05920	STM1084	SL1344_RS05325	STM474_RS05325
STM14_RS05890	D5R57_RS05900	STM1080	SL1344_RS05305	STM474_RS05305
STM14_RS05885	D5R57_RS05895	STM1079	SL1344_RS05300	STM474_RS05300
STM14_RS05875	D5R57_RS05885	STM1077	SL1344_RS05290	STM474_RS05290
STM14_RS05870	D5R57_RS05880	STM1076	SL1344_RS05285	STM474_RS05285
STM14_RS05860	D5R57_RS05870	STM1074	SL1344_RS05275	STM474_RS05275
STM14_RS05855	D5R57_RS05865	STM1073	SL1344_RS05270	STM474_RS05270
STM14_RS05845	D5R57_RS05855	STM1071	SL1344_RS05260	STM474_RS05260
STM14_RS05840	D5R57_RS05850	STM1070	SL1344_RS05255	STM474_RS05255
STM14_RS05830	D5R57_RS05840	STM1068	SL1344_RS05245	STM474_RS05245
STM14_RS05825	D5R57_RS05835	STM1067	SL1344_RS05240	STM474_RS05240
STM14_RS05790	D5R57_RS05800	STM1060	SL1344_RS05205	STM474_RS05205
STM14_RS05765	D5R57_RS05775	STM1055	SL1344_RS05180	STM474_RS05180
STM14_RS05760	D5R57_RS05770	STM1054	SL1344_RS05175	STM474_RS05175
STM14_RS05700	D5R57_RS05695	STM1044	SL1344_RS05115	STM474_RS05115
STM14_RS05600	D5R57_RS05595	STM1025	SL1344_RS05015	STM474_RS05015
STM14_RS05515	D5R57_RS05510	STM2628	SL1344_RS04930	STM474_RS04930
STM14_RS25910	D5R57_RS05505	STM2629	SL1344_RS26575	STM474_RS26555
STM14_RS14405	D5R57_RS14610	STM2630	SL1344_RS04925	STM474_RS04925
STM14_RS14410	D5R57_RS14615	STM2631	SL1344_RS04920	STM474_RS04920
STM14_RS14415	D5R57_RS14620	STM2632	SL1344_RS04915	STM474_RS04915
STM14_RS05485	D5R57_RS05475	STM1006	SL1344_RS04900	STM474_RS04900
STM14_RS05480	D5R57_RS05470	STM1005	SL1344_RS04895	STM474_RS04895
STM14_RS05475	D5R57_RS05465	STM1004	SL1344_RS04890	STM474_RS04890
STM14_RS05455	D5R57_RS05445	STM1001	SL1344_RS04870	STM474_RS04870
STM14_RS05450	D5R57_RS05440	STM1000	SL1344_RS04865	STM474_RS04865
STM14_RS05445	D5R57_RS05435	STM0999	SL1344_RS04860	STM474_RS04860
STM14_RS05440	D5R57_RS05430	STM0998	SL1344_RS04855	STM474_RS04855
